9/3/2020 15:06 | /src/responses/response.js(26) | ej0OyXKbSeO4YaiAIj7JObVkyHCrfQCb | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/sign_up | Request : {} | Response :  {"userId":337,"firstName":"driver","lastName":"driver","emailId":"prakashdriver@doodleblue.com","verifyEmailLink":"http://192.168.10.118:2081/or1.0/v1/api/user/verify_email?token=82fda1aac54a368a4fb68806519ac04207c6ef4a5260bfa7e5fb3ff728a06031a6233b8d38998fe33e0558093f94fd81a35739f36bbd18a215f154a866a9e2c7","token":"82fda1aac54a368a4fb68806519ac04207c6ef4a5260bfa7e5fb3ff728a06031a6233b8d38998fe33e0558093f94fd81f1a645a3701d110aeb291f3629f4e713840a582f88b39390aa660f9e7137f8e6"}
9/3/2020 16:25 | /src/responses/response.js(26) | WM5M8l42jJhUiOrMzkxHlDwFYd225En4 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:25 | /src/responses/response.js(26) | a2SZYc2edXXJZSFs78tf7dWBjUOl7D26 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:26 | /src/responses/response.js(26) | QWcrjQkJgeJDavocgZUuApL5eF0wkMN0 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:26 | /src/responses/response.js(26) | RY5qptwLqKbUOBJ57GGjbmbDbciR6e9J | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:26 | /src/responses/response.js(26) | RDBDqADutaUxP6EF6vF7sVYV0IFmHigS | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:27 | /src/responses/response.js(26) | 4v2EupuAUPUc8JABQKRDNhikltLeXhcY | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:28 | /src/responses/response.js(26) | 7h0QGXzkWy1d7ArUBVEzcfaNyvtWBpcV | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:29 | /src/responses/response.js(26) | xuRnv9IbPHx3uffUNe6xwXGj3JCeuwfl | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:29 | /src/responses/response.js(26) | vHfpFERVn3X5vJQKKbh0HK57S8WCoPkh | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:29 | /src/responses/response.js(26) | 4onPnoKQ160I92MQ2iLaE6Q4ipvXao1K | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:31 | /src/responses/response.js(26) | RNCgTIO6U1mmMcqqiCqVxWG8YDlwRcvv | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:32 | /src/responses/response.js(26) | 3b6gpoEnBW3Aq4UQXfEX6cNLQip6edkc | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:33 | /src/responses/response.js(26) | Pywhn3rHnvG4TIVnzx92tyrYFhycU8eI | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:34 | /src/responses/response.js(26) | 5SZkbFg4azhnj02WTXHwYhaZcu6RRm1x | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:34 | /src/responses/response.js(26) | h6Yv0wMFZB3cLdXgyCKPSU8u2pEKIMmL | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:35 | /src/responses/response.js(26) | YbJ2JZCvH96tbER1c8JsyhCcq6bGRQBF | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:35 | /src/responses/response.js(26) | Ak3fc5ocgY1tb8J4r9yjPE4BDUZGFT3C | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:36 | /src/responses/response.js(26) | 8XBeBIT6sHtiTjpvQbdaue8AxC5xxc6o | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:37 | /src/responses/response.js(26) | 8fzEnCmdD93pxO6ahOc3XJtcPoL6fMTA | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:39 | /src/responses/response.js(26) | d6Rh74SczQuK3vRUy149QKWqgYvi3OvZ | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:40 | /src/responses/response.js(26) | VHi4NEk65uV5HoBB7F3qJvodp5iYdIm8 | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 16:41 | /src/responses/response.js(26) | A6fEyEuFcfQHNODnkx8JaI0plQ9NQxdv | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/driver/screeningcanada_status | Request : {} | Response :  null
9/3/2020 17:25 | /src/exceptions/Handler.js(26) | bNFRbsIwOvHRaky3fQ6enJPF1hhYt94d | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : ScreeningCanada is not defined
9/3/2020 17:25 | /src/responses/response.js(42) | bNFRbsIwOvHRaky3fQ6enJPF1hhYt94d | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : Something went wrong. Please try again ScreeningCanada is not defined
9/3/2020 17:25 | /src/exceptions/Handler.js(62) | bNFRbsIwOvHRaky3fQ6enJPF1hhYt94d | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
9/3/2020 17:25 | /src/responses/response.js(42) | bNFRbsIwOvHRaky3fQ6enJPF1hhYt94d | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
9/3/2020 17:25 | /src/exceptions/Handler.js(26) | bNFRbsIwOvHRaky3fQ6enJPF1hhYt94d | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : Can't set headers after they are sent.
9/3/2020 17:25 | /src/responses/response.js(42) | bNFRbsIwOvHRaky3fQ6enJPF1hhYt94d | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : Something went wrong. Please try again Can't set headers after they are sent.
9/3/2020 17:26 | /src/responses/response.js(26) | 9mY94L8JpiqajDYSXEXy5GviOCN1GjIw | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":2,"firstName":"Super Admin ","lastName":"Root","emailId":"pickups@joshiinc.com","typeId":1,"status":1,"createdAt":"2020-02-20T06:09:15.000Z","updatedAt":"2020-02-20T06:09:15.000Z","createdBy":null,"updatedBy":2,"userDetails":{"detailsId":2,"emailStatus":2,"signUpStatus":9,"phoneNo":"11111111111111"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjIsInR5cGUiOiJsb2dpbiIsImlhdCI6MTU4Mzc1NDk3Mn0.DYeSGxkL7pbFeNzHaha0yxOb_DM94uGDd1elmiH07z4"}
9/3/2020 17:31 | /src/exceptions/Handler.js(26) | b3fgw5qPhFcSMDYBOj5Vzc3UbtP6DKRH | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : The operator "PODU03_USER_MASTER.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:31 | /src/responses/response.js(42) | b3fgw5qPhFcSMDYBOj5Vzc3UbtP6DKRH | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again The operator "PODU03_USER_MASTER.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:34 | /src/exceptions/Handler.js(26) | fJIiQswOHYAtNDscoayCVIEBHH8OojbM | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : The operator "PODU03_USER_MASTER.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:34 | /src/responses/response.js(42) | fJIiQswOHYAtNDscoayCVIEBHH8OojbM | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again The operator "PODU03_USER_MASTER.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:35 | /src/exceptions/Handler.js(26) | VZR4OlRLTla0bZ2qMX18Ou27DJKAH7Pn | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : The operator "PODU03_USER_MASTER.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:35 | /src/responses/response.js(42) | VZR4OlRLTla0bZ2qMX18Ou27DJKAH7Pn | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again The operator "PODU03_USER_MASTER.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:36 | /src/responses/response.js(26) | kBeYcmOI0geNCYW8LDOTnWa6IgUVp37O | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Response :  {"list":[{"userId":156,"firstName":"bbbb","lastName":"bbbb","emailId":"ttt@mailinator.com","status":1,"updatedAt":"2020-02-27T12:53:31.000Z","phoneNo":"+343-456-4656","vin":"WEWE3434343434334"},{"userId":181,"firstName":"Hdhdhhd dhhdhd","lastName":"hdhdehebeebe","emailId":"poi@mailinator.com","status":1,"updatedAt":"2020-02-28T13:04:11.000Z","phoneNo":"+979-799-7979","vin":"HSHSHSHSHSUSU1727"},{"userId":183,"firstName":"barnaba","lastName":"bhhhhhh","emailId":"cvv@mailinator.com","status":1,"updatedAt":"2020-02-28T13:43:02.000Z","phoneNo":"+545-455-4545","vin":"GAGGSHA6262727272"},{"userId":195,"firstName":"Barnabas","lastName":"aajajaja","emailId":"qwer@mailinator.com","status":1,"updatedAt":"2020-02-28T16:28:51.000Z","phoneNo":"+977-666-6341","vin":"BDHDBSHS263626272"},{"userId":221,"firstName":"Barnaba","lastName":"hahaha","emailId":"iii@mailinator.com","status":1,"updatedAt":"2020-03-02T09:02:47.000Z","phoneNo":"+666-446-6464","vin":"HSHSUUZ2727272727"},{"userId":238,"firstName":"hwhhehwh","lastName":"hshwheh","emailId":"yyo@mailinator.com","status":1,"updatedAt":"2020-03-02T10:25:18.000Z","phoneNo":"+949-454-5455","vin":"HSHSHU27727272782"},{"userId":260,"firstName":"Chelsea","lastName":"Kenny","emailId":"poddr16@mailinator.com","status":1,"updatedAt":"2020-03-02T20:09:00.000Z","phoneNo":"+705-752-1889","vin":"1573805GDUISKVGGU"}],"pageMetaData":{"chunk":10,"total":7,"page":1,"totalPages":1}}
9/3/2020 17:37 | /src/exceptions/Handler.js(26) | Yro28fuSkf6JznjA8hswJYUz9Kzkxbbm | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : The operator "PODU07_VEHICLE.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:37 | /src/responses/response.js(42) | Yro28fuSkf6JznjA8hswJYUz9Kzkxbbm | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again The operator "PODU07_VEHICLE.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:37 | /src/exceptions/Handler.js(26) | C2kBUrsJ71FwxSEKqgtDl8mMZKlz269q | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : The operator "PODU07_VEHICLE.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:37 | /src/responses/response.js(42) | C2kBUrsJ71FwxSEKqgtDl8mMZKlz269q | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again The operator "PODU07_VEHICLE.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:40 | /src/exceptions/Handler.js(26) | dalYu2bYxsolqJS3KC51HqkjKpNWnwbg | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : The operator "PODU07_VEHICLE.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:40 | /src/responses/response.js(42) | dalYu2bYxsolqJS3KC51HqkjKpNWnwbg | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again The operator "PODU07_VEHICLE.PODU03_USER_MASTER_D" is not permitted
9/3/2020 17:41 | /src/exceptions/Handler.js(26) | iPFc8FFFRqFszA109L8noB062ndYr1YI | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : select `PODU03_USER_MASTER`.`PODU03_USER_MASTER_D` as `userId`, `PODU03_USER_MASTER`.`PODU03_FIRST_N` as `firstName`, `PODU03_USER_MASTER`.`PODU03_LAST_N` as `lastName`, `PODU03_USER_MASTER`.`PODU03_EMAIL_N` as `emailId`, `PODU03_USER_MASTER`.`PODU03_STATUS_D` as `status`, `PODU03_USER_MASTER`.`PODU03_UPDATED_AT` as `updatedAt`, `PODU04_USER_DETAIL`.`PODU04_PHONE_N` as `phoneNo` from `pickup_user`.`PODU03_USER_MASTER` inner join `pickup_user`.`PODU04_USER_DETAIL` on `PODU04_USER_DETAIL`.`PODU03_USER_MASTER_D` = `PODU03_USER_MASTER`.`PODU03_USER_MASTER_D` inner join `pickup_user`.`PODU07_VEHICLE` on `PODU09_SCREENING_CANADA_STATUS`.`PODU03_USER_MASTER_D` = `PODU03_USER_MASTER`.`PODU03_USER_MASTER_D` where `PODU03_TYPE_D` = 3 and `PODU04_SIGNUP_STATUS_D` = 9 limit 10 - ER_BAD_FIELD_ERROR: Unknown column 'PODU09_SCREENING_CANADA_STATUS.PODU03_USER_MASTER_D' in 'on clause'
9/3/2020 17:41 | /src/responses/response.js(42) | iPFc8FFFRqFszA109L8noB062ndYr1YI | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again select `PODU03_USER_MASTER`.`PODU03_USER_MASTER_D` as `userId`, `PODU03_USER_MASTER`.`PODU03_FIRST_N` as `firstName`, `PODU03_USER_MASTER`.`PODU03_LAST_N` as `lastName`, `PODU03_USER_MASTER`.`PODU03_EMAIL_N` as `emailId`, `PODU03_USER_MASTER`.`PODU03_STATUS_D` as `status`, `PODU03_USER_MASTER`.`PODU03_UPDATED_AT` as `updatedAt`, `PODU04_USER_DETAIL`.`PODU04_PHONE_N` as `phoneNo` from `pickup_user`.`PODU03_USER_MASTER` inner join `pickup_user`.`PODU04_USER_DETAIL` on `PODU04_USER_DETAIL`.`PODU03_USER_MASTER_D` = `PODU03_USER_MASTER`.`PODU03_USER_MASTER_D` inner join `pickup_user`.`PODU07_VEHICLE` on `PODU09_SCREENING_CANADA_STATUS`.`PODU03_USER_MASTER_D` = `PODU03_USER_MASTER`.`PODU03_USER_MASTER_D` where `PODU03_TYPE_D` = 3 and `PODU04_SIGNUP_STATUS_D` = 9 limit 10 - ER_BAD_FIELD_ERROR: Unknown column 'PODU09_SCREENING_CANADA_STATUS.PODU03_USER_MASTER_D' in 'on clause'
9/3/2020 17:43 | /src/exceptions/Handler.js(26) | JKhCBjxCfuv3hB6m9Us7azfWaqIxX1dT | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : _screeningcanada2.default.tableName is not a function
9/3/2020 17:43 | /src/responses/response.js(42) | JKhCBjxCfuv3hB6m9Us7azfWaqIxX1dT | IP - Unknown | [error] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Error : Something went wrong. Please try again _screeningcanada2.default.tableName is not a function
9/3/2020 17:45 | /src/responses/response.js(26) | TyOeU8wHIq4ud1CHd7fVWk4X7DQ0mD5a | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/drivers?signUpStatus=9&page=1&sortOut=Latest | Request : {} | Response :  {"list":[],"pageMetaData":{"chunk":10,"total":0,"page":1,"totalPages":0}}
