5/3/2020 11:51 | /src/exceptions/Handler.js(53) | saSI6I6MfGbmszGjPii0WuHNpSBDsWGK | IP - Unknown | [error] | URL : http://192.168.10.118:2085/api/user/create_driver | Request : {} | Error : Invalid token provided.
5/3/2020 12:23 | /src/responses/response.js(26) | Vne0yQ9m6kAevWQr157rnMUAmwgd4Qks | IP - Unknown | [info] | URL : http://192.168.10.118:2084/api/user/create_driver | Request : {} | Response :  {"userId":331,"firstName":"Driver","lastName":"Driver","emailId":"testnamez1112@gmail.com","typeId":3,"status":1,"createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null,"userDetails":{"detailsId":257,"userId":331,"emailStatus":2,"phone":"12345678901","age":20,"gender":1,"experience":5,"profilePicture":"http://180.151.69.138:2081/public/uploads/1583391206181.png","userprofile":"http://180.151.69.138:2081/public/uploads/1583391206181.png","workingWithOthers":1,"otherServiceInfo":"Service info","description":"Service info"},"addressDetails":{"addressId":191,"addressLine1":"Address goes here","userAddress":"Address goes here","addressLine2":null,"postalCode":null,"latitude":null,"longitude":null,"createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null},"vehicleDetails":{"vehicleId":158,"type":"Sedan","vehicleType":"Sedan","make":"Make","model":"ModelV1","vin":"12345678978945678","color":"white","licensePlate":"123-ABC","seatsUp":"4","seatsDown":"4","createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null},"financialDetails":{"financialId":39,"bankName":"Test name","accountNumber":"1234567891234","institutionNumber":"","transitNumber":"12345","createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null},"documents":[{"documentId":183,"name":"Financial document","type":5,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391206209.jpg","createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null},{"documentId":184,"name":"License document","type":6,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391206209.jpg","createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null},{"documentId":185,"name":"PCC document","type":7,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391206209.jpg","createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null},{"documentId":186,"name":"Insurance document","type":8,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391206210.jpg","createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null},{"documentId":187,"name":"Ownership document","type":9,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391206210.jpg","createdAt":"2020-03-05T06:53:26.000Z","updatedAt":"2020-03-05T06:53:26.000Z","createdBy":2,"updatedBy":null}]}
5/3/2020 12:23 | /src/responses/response.js(61) | sklVSkbXLPXJM3jTPi0pXY6Ra4VOjzL8 | IP - Unknown | [error] | URL : http://192.168.10.118:2084/api/user/create_driver | Request : {} | BadRequestError : {"financialDetails":"institutionNumber length must be 3 characters long"}
5/3/2020 12:24 | /src/responses/response.js(26) | H4duTLmZ2aquEJrbT7KuEVE825wIH6cj | IP - Unknown | [info] | URL : http://192.168.10.118:2084/api/user/create_driver | Request : {} | Response :  {"userId":332,"firstName":"Driver","lastName":"Driver","emailId":"testnamez121112@gmail.com","typeId":3,"status":1,"createdAt":"2020-03-05T06:54:43.000Z","updatedAt":"2020-03-05T06:54:43.000Z","createdBy":2,"updatedBy":null,"userDetails":{"detailsId":258,"userId":332,"emailStatus":2,"phone":"12345678901","age":20,"gender":1,"experience":5,"profilePicture":"http://180.151.69.138:2081/public/uploads/1583391283495.png","userprofile":"http://180.151.69.138:2081/public/uploads/1583391283495.png","workingWithOthers":1,"otherServiceInfo":"Service info","description":"Service info"},"addressDetails":{"addressId":192,"addressLine1":"Address goes here","userAddress":"Address goes here","addressLine2":null,"postalCode":null,"latitude":null,"longitude":null,"createdAt":"2020-03-05T06:54:43.000Z","updatedAt":"2020-03-05T06:54:43.000Z","createdBy":2,"updatedBy":null},"vehicleDetails":{"vehicleId":159,"type":"Sedan","vehicleType":"Sedan","make":"Make","model":"ModelV1","vin":"12345678978945678","color":"white","licensePlate":"123-ABC","seatsUp":"4","seatsDown":"4","createdAt":"2020-03-05T06:54:43.000Z","updatedAt":"2020-03-05T06:54:43.000Z","createdBy":2,"updatedBy":null},"financialDetails":{"financialId":40,"bankName":"","accountNumber":"1234567891234","institutionNumber":"123","transitNumber":"12345","createdAt":"2020-03-05T06:54:43.000Z","updatedAt":"2020-03-05T06:54:43.000Z","createdBy":2,"updatedBy":null},"documents":[{"documentId":188,"name":"Financial document","type":5,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391283540.jpg","createdAt":"2020-03-05T06:54:44.000Z","updatedAt":"2020-03-05T06:54:44.000Z","createdBy":2,"updatedBy":null},{"documentId":189,"name":"License document","type":6,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391283541.jpg","createdAt":"2020-03-05T06:54:44.000Z","updatedAt":"2020-03-05T06:54:44.000Z","createdBy":2,"updatedBy":null},{"documentId":190,"name":"PCC document","type":7,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391283541.jpg","createdAt":"2020-03-05T06:54:44.000Z","updatedAt":"2020-03-05T06:54:44.000Z","createdBy":2,"updatedBy":null},{"documentId":191,"name":"Insurance document","type":8,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391283541.jpg","createdAt":"2020-03-05T06:54:44.000Z","updatedAt":"2020-03-05T06:54:44.000Z","createdBy":2,"updatedBy":null},{"documentId":192,"name":"Ownership document","type":9,"status":2,"path":"http://180.151.69.138:2081/public/uploads/1583391283542.jpg","createdAt":"2020-03-05T06:54:44.000Z","updatedAt":"2020-03-05T06:54:44.000Z","createdBy":2,"updatedBy":null}]}
5/3/2020 12:40 | /src/responses/response.js(26) | xjm4Z44YkyrpqFR4cMeqNuC3kgKog49J | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/sign_up | Request : {} | Response :  {"userId":333,"firstName":"Customer","lastName":"Customer","emailId":"karan.m1@doodleblue.com","verifyEmailLink":"http://192.168.10.118:2081/or1.0/v1/api/user/verify_email?token=f94cd2a4af4db54a65c908df9055924cb994c7105987c30ad3a0266c9778eb8b2977da47e1bab6ab35865e3f6668733b60161846f7910e2ef0abeed8006ba1c7","token":"f94cd2a4af4db54a65c908df9055924cb994c7105987c30ad3a0266c9778eb8b2977da47e1bab6ab35865e3f6668733b7f26bcff6023c06a379977c3db10a1a9593c796e3a44ee9023fe8c6191455a26"}
5/3/2020 12:42 | /src/exceptions/Handler.js(62) | 8nXnO4jK4wloPI3oSO2DRmufGOJ1WDEN | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:42 | /src/responses/response.js(42) | 8nXnO4jK4wloPI3oSO2DRmufGOJ1WDEN | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:42 | /src/exceptions/Handler.js(62) | a4oZvcAlN7F2M2sh3PrZk1B51ybKxoiu | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:42 | /src/responses/response.js(42) | a4oZvcAlN7F2M2sh3PrZk1B51ybKxoiu | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:46 | /src/exceptions/Handler.js(62) | VBmNDzhM0C0EeCxO4SDQJGi3JGMYgvl8 | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:46 | /src/responses/response.js(42) | VBmNDzhM0C0EeCxO4SDQJGi3JGMYgvl8 | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:49 | /src/exceptions/Handler.js(62) | Qds6EjYoFJKJtE8dXdaa21HCsAYUXwnA | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:49 | /src/responses/response.js(42) | Qds6EjYoFJKJtE8dXdaa21HCsAYUXwnA | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:49 | /src/exceptions/Handler.js(62) | SWVmt6olTpoHErXOCpb99KUTWkUPWF4p | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:49 | /src/responses/response.js(42) | SWVmt6olTpoHErXOCpb99KUTWkUPWF4p | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:49 | /src/exceptions/Handler.js(62) | gmYXVO6MDwbtQvP66Gw360hjE7unPmHK | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:49 | /src/responses/response.js(42) | gmYXVO6MDwbtQvP66Gw360hjE7unPmHK | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:49 | /src/responses/response.js(26) | Qqrsh7wxzHSFvAXPhCO9nDd8NiWndh1Q | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/sign_up | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","verifyEmailLink":"http://192.168.10.118:2081/or1.0/v1/api/user/verify_email?token=f94cd2a4af4db54a65c908df9055924ceb29b763bd71f4cbd7734ca1bb23164e7c805cf75c67aa39cc6dde771cd7cadc7a55312adb44b5847bf520653a7d6d45","token":"f94cd2a4af4db54a65c908df9055924ceb29b763bd71f4cbd7734ca1bb23164e7c805cf75c67aa39cc6dde771cd7cadcc3f7b61554cd0437b03ec8917d31440011697c110dc06e40884b1c54c136e8c0"}
5/3/2020 12:50 | /src/exceptions/Handler.js(62) | 2qyHKWLvKg3skZUkMa0kqgpMm5DpcqfO | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:50 | /src/responses/response.js(42) | 2qyHKWLvKg3skZUkMa0kqgpMm5DpcqfO | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:52 | /src/exceptions/Handler.js(62) | 6CGY1BYPkfSmyptLcQtdxFHXqxdql1N5 | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:52 | /src/responses/response.js(42) | 6CGY1BYPkfSmyptLcQtdxFHXqxdql1N5 | IP - Unknown | [error] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Error : User does not exist.
5/3/2020 12:53 | /src/responses/response.js(26) | Fli6aY3mFvGQbryNscMLjzhCvbHCNY6O | IP - Unknown | [info] | URL : http://192.168.10.118:2081/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjMzNCwidHlwZSI6ImxvZ2luIiwiaWF0IjoxNTgzMzkyOTg5fQ.xCOycUh2U1Mq2YkjcnXqt3zdXCafB_FZOER7osMeNdk"}
5/3/2020 13:23 | /src/responses/response.js(26) | CknXRmqP1uLRfodYs2MY9EEjsj564tSI | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 13:26 | /src/responses/response.js(26) | 6NVmecYb4slWgElcAV04wdAqN8ddFfvK | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 13:27 | /src/responses/response.js(26) | Xqt94c3sle2inL1yal5r8IfYmyCSF4fd | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 13:28 | /src/responses/response.js(26) | iEuYBwkFjqM2sPMgbQfcT1V4EomPXb6K | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 13:31 | /src/responses/response.js(26) | XK7jRibzwy4jNVJzI4Yqx0UOYh6QW8OO | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"changedPassword":true}
5/3/2020 13:31 | /src/responses/response.js(26) | MBsHTCUAInVcy0mrL5N0Wck02oQYk0JC | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"addressDetails":null,"changedPassword":true}
5/3/2020 13:32 | /src/responses/response.js(26) | diKTY0zYjh76oHBIIdKiCxCfnUtepjqr | IP - Unknown | [info] | URL : http://192.168.10.118:2081/api/user/verify_token | Request : {} | Response :  {"userId":334,"firstName":"Customer","lastName":"Customer","emailId":"karan.m12@doodleblue.com","typeId":3,"status":1,"createdAt":"2020-03-05T07:19:58.000Z","updatedAt":"2020-03-05T07:19:58.000Z","createdBy":null,"updatedBy":null,"addressDetails":null,"userDetails":{"detailsId":260,"emailStatus":2,"signUpStatus":5,"phoneNo":"7898432337"},"changedPassword":true}
