4/2/2020 16:04 | /src/exceptions/Handler.js(44) | 296ps4039hXaVQ9QrcoSXfBs4Lkuvfsx | IP - Unknown | [error] | URL : http://192.168.10.106:2013/api/user/create_driver | Request : {} | Error : User already exist!
4/2/2020 16:05 | /src/responses/response.js(26) | pteWClZfOjxxTi2vUrtpFrt4N8aDX8b7 | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/drivers/?status=1&page=1&sortOut=Latest | Request : {} | Response :  {"list":[{"userId":55,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj1@bizverify.org","status":1,"updatedAt":"2020-01-31T15:24:24.000Z","userDetails":null},{"userId":56,"firstName":"Driver","lastName":"Driver","emailId":"karanxx2@email.com","status":1,"updatedAt":"2020-01-31T15:32:49.000Z","userDetails":{"detailsId":44,"userId":56,"emailStatus":2,"phoneNo":"7898432337"}},{"userId":57,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj3@bizverify.org","status":1,"updatedAt":"2020-01-31T15:40:04.000Z","userDetails":{"detailsId":45,"userId":57,"emailStatus":2,"phoneNo":null}},{"userId":73,"firstName":"Driver","lastName":"Driver","emailId":"karanxx3@email.com","status":1,"updatedAt":"2020-02-03T13:00:01.000Z","userDetails":{"detailsId":58,"userId":73,"emailStatus":2,"phoneNo":null}},{"userId":75,"firstName":"Driver","lastName":"Driver","emailId":"karanxx4@email.com","status":1,"updatedAt":"2020-02-03T14:10:46.000Z","userDetails":{"detailsId":59,"userId":75,"emailStatus":2,"phoneNo":null}},{"userId":79,"firstName":"Driver","lastName":"Driver","emailId":"karanxx5@email.com","status":1,"updatedAt":"2020-02-04T10:34:23.000Z","userDetails":null}],"pageMetaData":{"chunk":10,"total":6,"page":1,"totalPages":1}}
4/2/2020 16:05 | /src/responses/response.js(26) | sTQrhJoPYu2i2kXJQ8v9pT4NPgfsncJF | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/verify_token | Request : {} | Response :  {"userId":19,"firstName":"Root","lastName":"Root","emailId":"root@email.com","typeId":1,"status":1,"createdAt":"2020-01-31T08:08:50.000Z","updatedAt":"2020-01-31T08:08:50.000Z","createdBy":null,"updatedBy":19,"userDetails":{"detailsId":14,"userId":19,"emailStatus":2,"phoneNo":"12312312313"}}
4/2/2020 16:05 | /src/exceptions/Handler.js(44) | 3nruSprKm4ql3a0wD253tkDGKSynXKeh | IP - Unknown | [error] | URL : http://192.168.10.106:2013/api/user/create_driver | Request : {} | Error : User already exist!
4/2/2020 16:05 | /src/responses/response.js(42) | 3nruSprKm4ql3a0wD253tkDGKSynXKeh | IP - Unknown | [error] | URL : http://192.168.10.106:2013/api/user/create_driver | Request : {} | Error : Invalid request. User already exist!
4/2/2020 16:05 | /src/responses/response.js(26) | LuXiuMQtcy7rh3Mwlwi20aZz3X0chNL9 | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/verify_token | Request : {} | Response :  {"userId":19,"firstName":"Root","lastName":"Root","emailId":"root@email.com","typeId":1,"status":1,"createdAt":"2020-01-31T08:08:50.000Z","updatedAt":"2020-01-31T08:08:50.000Z","createdBy":null,"updatedBy":19,"userDetails":{"detailsId":14,"userId":19,"emailStatus":2,"phoneNo":"12312312313"}}
4/2/2020 16:06 | /src/exceptions/Handler.js(44) | gYoBqbELm4aXDBlvjAByqKdfEqDd07Ht | IP - Unknown | [error] | URL : http://192.168.10.106:2013/api/user/create_driver | Request : {} | Error : User already exist!
4/2/2020 16:06 | /src/responses/response.js(42) | gYoBqbELm4aXDBlvjAByqKdfEqDd07Ht | IP - Unknown | [error] | URL : http://192.168.10.106:2013/api/user/create_driver | Request : {} | Error : Invalid request. User already exist!
4/2/2020 16:06 | /src/responses/response.js(26) | xZzoi29IDi2e1LWQDHBrT1hmS37xhmji | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/verify_token | Request : {} | Response :  {"userId":19,"firstName":"Root","lastName":"Root","emailId":"root@email.com","typeId":1,"status":1,"createdAt":"2020-01-31T08:08:50.000Z","updatedAt":"2020-01-31T08:08:50.000Z","createdBy":null,"updatedBy":19,"userDetails":{"detailsId":14,"userId":19,"emailStatus":2,"phoneNo":"12312312313"}}
4/2/2020 16:06 | /src/responses/response.js(26) | yMw7cl4YO89mz7EGVScLVFFgjrMkZpT5 | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/drivers/?status=1&page=1&sortOut=Latest | Request : {} | Response :  {"list":[{"userId":55,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj1@bizverify.org","status":1,"updatedAt":"2020-01-31T15:24:24.000Z","userDetails":null},{"userId":56,"firstName":"Driver","lastName":"Driver","emailId":"karanxx2@email.com","status":1,"updatedAt":"2020-01-31T15:32:49.000Z","userDetails":{"detailsId":44,"userId":56,"emailStatus":2,"phoneNo":"7898432337"}},{"userId":57,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj3@bizverify.org","status":1,"updatedAt":"2020-01-31T15:40:04.000Z","userDetails":{"detailsId":45,"userId":57,"emailStatus":2,"phoneNo":null}},{"userId":73,"firstName":"Driver","lastName":"Driver","emailId":"karanxx3@email.com","status":1,"updatedAt":"2020-02-03T13:00:01.000Z","userDetails":{"detailsId":58,"userId":73,"emailStatus":2,"phoneNo":null}},{"userId":75,"firstName":"Driver","lastName":"Driver","emailId":"karanxx4@email.com","status":1,"updatedAt":"2020-02-03T14:10:46.000Z","userDetails":{"detailsId":59,"userId":75,"emailStatus":2,"phoneNo":null}},{"userId":79,"firstName":"Driver","lastName":"Driver","emailId":"karanxx5@email.com","status":1,"updatedAt":"2020-02-04T10:34:23.000Z","userDetails":null}],"pageMetaData":{"chunk":10,"total":6,"page":1,"totalPages":1}}
4/2/2020 16:06 | /src/responses/response.js(26) | W7S72qiXnhlfVumcLU1ZGBcDXLZYJ4kL | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/drivers/?status=1&page=1&sortOut=Latest | Request : {} | Response :  {"list":[{"userId":55,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj1@bizverify.org","status":1,"updatedAt":"2020-01-31T15:24:24.000Z","userDetails":null},{"userId":56,"firstName":"Driver","lastName":"Driver","emailId":"karanxx2@email.com","status":1,"updatedAt":"2020-01-31T15:32:49.000Z","userDetails":{"detailsId":44,"userId":56,"emailStatus":2,"phoneNo":"7898432337"}},{"userId":57,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj3@bizverify.org","status":1,"updatedAt":"2020-01-31T15:40:04.000Z","userDetails":{"detailsId":45,"userId":57,"emailStatus":2,"phoneNo":null}},{"userId":73,"firstName":"Driver","lastName":"Driver","emailId":"karanxx3@email.com","status":1,"updatedAt":"2020-02-03T13:00:01.000Z","userDetails":{"detailsId":58,"userId":73,"emailStatus":2,"phoneNo":null}},{"userId":75,"firstName":"Driver","lastName":"Driver","emailId":"karanxx4@email.com","status":1,"updatedAt":"2020-02-03T14:10:46.000Z","userDetails":{"detailsId":59,"userId":75,"emailStatus":2,"phoneNo":null}},{"userId":79,"firstName":"Driver","lastName":"Driver","emailId":"karanxx5@email.com","status":1,"updatedAt":"2020-02-04T10:34:23.000Z","userDetails":null}],"pageMetaData":{"chunk":10,"total":6,"page":1,"totalPages":1}}
4/2/2020 16:06 | /src/responses/response.js(26) | XRMttBu6JS3TuYGQn31RxD1LrrZBW3Rc | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/deactivate_user/55 | Request : {} | Response :  null
4/2/2020 16:06 | /src/responses/response.js(26) | zF4b3VLnJG3GbFiagIErIE3DUgaa7QPM | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/drivers/?status=1&page=1&sortOut=Latest | Request : {} | Response :  {"list":[{"userId":56,"firstName":"Driver","lastName":"Driver","emailId":"karanxx2@email.com","status":1,"updatedAt":"2020-01-31T15:32:49.000Z","userDetails":{"detailsId":44,"userId":56,"emailStatus":2,"phoneNo":"7898432337"}},{"userId":57,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj3@bizverify.org","status":1,"updatedAt":"2020-01-31T15:40:04.000Z","userDetails":{"detailsId":45,"userId":57,"emailStatus":2,"phoneNo":null}},{"userId":73,"firstName":"Driver","lastName":"Driver","emailId":"karanxx3@email.com","status":1,"updatedAt":"2020-02-03T13:00:01.000Z","userDetails":{"detailsId":58,"userId":73,"emailStatus":2,"phoneNo":null}},{"userId":75,"firstName":"Driver","lastName":"Driver","emailId":"karanxx4@email.com","status":1,"updatedAt":"2020-02-03T14:10:46.000Z","userDetails":{"detailsId":59,"userId":75,"emailStatus":2,"phoneNo":null}},{"userId":79,"firstName":"Driver","lastName":"Driver","emailId":"karanxx5@email.com","status":1,"updatedAt":"2020-02-04T10:34:23.000Z","userDetails":null}],"pageMetaData":{"chunk":10,"total":5,"page":1,"totalPages":1}}
4/2/2020 16:06 | /src/exceptions/Handler.js(26) | R5AIITih1i29u8rlJwGz3oSumYRUNKqe | IP - Unknown | [error] | URL : http://192.168.10.106:2013/api/user/create_driver | Request : {} | Error : insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EMAIL_STATUS_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_WORKING_WITH_OTHERS`) values (82, '20', 19, 2, '5', '1', 'Service info', '12345678901', 'public/uploads/1580812580119.jpg', 'false') - ER_TRUNCATED_WRONG_VALUE_FOR_FIELD: Incorrect integer value: 'false' for column `pod_user_service`.`podu04_user_detail`.`PODU04_WORKING_WITH_OTHERS` at row 1
4/2/2020 16:06 | /src/responses/response.js(42) | R5AIITih1i29u8rlJwGz3oSumYRUNKqe | IP - Unknown | [error] | URL : http://192.168.10.106:2013/api/user/create_driver | Request : {} | Error : Something went wrong. Please try again insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EMAIL_STATUS_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_WORKING_WITH_OTHERS`) values (82, '20', 19, 2, '5', '1', 'Service info', '12345678901', 'public/uploads/1580812580119.jpg', 'false') - ER_TRUNCATED_WRONG_VALUE_FOR_FIELD: Incorrect integer value: 'false' for column `pod_user_service`.`podu04_user_detail`.`PODU04_WORKING_WITH_OTHERS` at row 1
4/2/2020 16:06 | /src/responses/response.js(26) | yzgAjrRQanQ98RKfte1S4RiPnwBpp4Pw | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/verify_token | Request : {} | Response :  {"userId":19,"firstName":"Root","lastName":"Root","emailId":"root@email.com","typeId":1,"status":1,"createdAt":"2020-01-31T08:08:50.000Z","updatedAt":"2020-01-31T08:08:50.000Z","createdBy":null,"updatedBy":19,"userDetails":{"detailsId":14,"userId":19,"emailStatus":2,"phoneNo":"12312312313"}}
4/2/2020 16:06 | /src/responses/response.js(26) | VNfu40TecV4QBPxVix7XN2Pd0GOfLAPm | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/verify_token | Request : {} | Response :  {"userId":19,"firstName":"Root","lastName":"Root","emailId":"root@email.com","typeId":1,"status":1,"createdAt":"2020-01-31T08:08:50.000Z","updatedAt":"2020-01-31T08:08:50.000Z","createdBy":null,"updatedBy":19,"userDetails":{"detailsId":14,"userId":19,"emailStatus":2,"phoneNo":"12312312313"}}
4/2/2020 16:06 | /src/responses/response.js(26) | PCrpPXFQjJhCcLM22pVZ8JEfegQ7RTvz | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/drivers/?status=1&page=1&sortOut=Latest | Request : {} | Response :  {"list":[{"userId":56,"firstName":"Driver","lastName":"Driver","emailId":"karanxx2@email.com","status":1,"updatedAt":"2020-01-31T15:32:49.000Z","userDetails":{"detailsId":44,"userId":56,"emailStatus":2,"phoneNo":"7898432337"}},{"userId":57,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj3@bizverify.org","status":1,"updatedAt":"2020-01-31T15:40:04.000Z","userDetails":{"detailsId":45,"userId":57,"emailStatus":2,"phoneNo":null}},{"userId":73,"firstName":"Driver","lastName":"Driver","emailId":"karanxx3@email.com","status":1,"updatedAt":"2020-02-03T13:00:01.000Z","userDetails":{"detailsId":58,"userId":73,"emailStatus":2,"phoneNo":null}},{"userId":75,"firstName":"Driver","lastName":"Driver","emailId":"karanxx4@email.com","status":1,"updatedAt":"2020-02-03T14:10:46.000Z","userDetails":{"detailsId":59,"userId":75,"emailStatus":2,"phoneNo":null}},{"userId":82,"firstName":"Driver","lastName":"Driver","emailId":"karanxx5@email.com","status":1,"updatedAt":"2020-02-04T10:36:20.000Z","userDetails":null}],"pageMetaData":{"chunk":10,"total":5,"page":1,"totalPages":1}}
4/2/2020 16:06 | /src/responses/response.js(26) | qcFVOuW7eZKowu8JQ110be3N6moUQVfR | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/drivers/?status=1&page=1&sortOut=Latest | Request : {} | Response :  {"list":[{"userId":56,"firstName":"Driver","lastName":"Driver","emailId":"karanxx2@email.com","status":1,"updatedAt":"2020-01-31T15:32:49.000Z","userDetails":{"detailsId":44,"userId":56,"emailStatus":2,"phoneNo":"7898432337"}},{"userId":57,"firstName":"krishnaraj","lastName":"R","emailId":"krishnaraj3@bizverify.org","status":1,"updatedAt":"2020-01-31T15:40:04.000Z","userDetails":{"detailsId":45,"userId":57,"emailStatus":2,"phoneNo":null}},{"userId":73,"firstName":"Driver","lastName":"Driver","emailId":"karanxx3@email.com","status":1,"updatedAt":"2020-02-03T13:00:01.000Z","userDetails":{"detailsId":58,"userId":73,"emailStatus":2,"phoneNo":null}},{"userId":75,"firstName":"Driver","lastName":"Driver","emailId":"karanxx4@email.com","status":1,"updatedAt":"2020-02-03T14:10:46.000Z","userDetails":{"detailsId":59,"userId":75,"emailStatus":2,"phoneNo":null}},{"userId":82,"firstName":"Driver","lastName":"Driver","emailId":"karanxx5@email.com","status":1,"updatedAt":"2020-02-04T10:36:20.000Z","userDetails":null}],"pageMetaData":{"chunk":10,"total":5,"page":1,"totalPages":1}}
4/2/2020 16:06 | /src/responses/response.js(26) | cvD6duuvLf7rr6Zd3K7L8JB9Z5rNHZ4U | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/get_driver/56 | Request : {} | Response :  {"userId":56,"firstName":"Driver","lastName":"Driver","emailId":"karanxx2@email.com","typeId":3,"status":1,"createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null,"userDetails":{"detailsId":44,"userId":56,"emailStatus":2,"phoneNo":"7898432337","age":20,"gender":1,"experience":5,"profilePicture":"public/uploads/1580484769383.jpg"},"addressDetails":{"addressId":19,"addressLine1":"Address goes here","createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null},"vehicleDetails":{"vehicleId":20,"type":"Sedan","make":"Make","model":"ModelV1","vin":"12345678978945678","color":"white","licensePlate":"123-ABC","seatsUp":4,"seatsDown":4,"createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null},"financialDetails":{"financialId":17,"bankName":"Bank name #1","accountNumber":"1234567891234","institutionNumber":"123","transitNumber":"12345","createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null},"documents":[{"documentId":54,"name":"Financial document","type":5,"status":2,"path":"public/uploads/1580484769391.jpg","createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null},{"documentId":55,"name":"License document","type":6,"status":2,"path":"public/uploads/1580484769396.jpg","createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null},{"documentId":56,"name":"PCC document","type":7,"status":2,"path":"public/uploads/1580484769397.jpg","createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null},{"documentId":57,"name":"Insurance document","type":8,"status":2,"path":"public/uploads/1580484769398.jpg","createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null},{"documentId":58,"name":"Ownership document","type":9,"status":2,"path":"public/uploads/1580484769399.jpg","createdAt":"2020-01-31T15:32:49.000Z","updatedAt":"2020-01-31T15:32:49.000Z","createdBy":19,"updatedBy":null}]}
4/2/2020 16:06 | /src/responses/response.js(26) | lst86G1pIxUgSjShknASlIx67wKpQYso | IP - Unknown | [info] | URL : http://192.168.10.106:2012/api/user/verify_token | Request : {} | Response :  {"userId":19,"firstName":"Root","lastName":"Root","emailId":"root@email.com","typeId":1,"status":1,"createdAt":"2020-01-31T08:08:50.000Z","updatedAt":"2020-01-31T08:08:50.000Z","createdBy":null,"updatedBy":19,"userDetails":{"detailsId":14,"userId":19,"emailStatus":2,"phoneNo":"12312312313"}}
