28/2/2020 11:02 | /src/responses/response.js(26) | PktdrdVLuOeBYGon6bzA97kRUEFuBxkw | IP - Unknown | [info] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":133,"firstName":"sunil","lastName":"test","emailId":"sunil123@email.com","typeId":3,"status":1,"createdAt":"2020-02-05T15:33:34.000Z","updatedAt":"2020-02-05T15:33:34.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":152,"emailStatus":2,"signUpStatus":6,"phoneNo":"7418537983"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjEzMywidHlwZSI6ImxvZ2luIiwiaWF0IjoxNTgyODY3OTQxLCJleHAiOjE1ODI5NTQzNDF9.8JZkYzo09CVQAVOqdyUP4wCnEl3aNGvkPqo6L1xVzZ4"}
28/2/2020 12:10 | /src/responses/response.js(42) | 46lF63VYkAUAixy0xKK9Ybb39R2LRkJI | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Something went wrong. Please try again Cannot read property 'emailStatus' of null
28/2/2020 12:10 | /src/exceptions/Handler.js(53) | 46lF63VYkAUAixy0xKK9Ybb39R2LRkJI | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Invalid credentials provided.
28/2/2020 12:10 | /src/responses/response.js(42) | 46lF63VYkAUAixy0xKK9Ybb39R2LRkJI | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Unauthorized access. Invalid credentials provided.
28/2/2020 12:10 | /src/exceptions/Handler.js(26) | 46lF63VYkAUAixy0xKK9Ybb39R2LRkJI | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Can't set headers after they are sent.
28/2/2020 12:10 | /src/responses/response.js(42) | 46lF63VYkAUAixy0xKK9Ybb39R2LRkJI | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Something went wrong. Please try again Can't set headers after they are sent.
28/2/2020 12:11 | /src/responses/response.js(26) | Lm8v03G1rQVncxFFAGu1JM7xUCB69MjG | IP - Unknown | [info] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/sign_up | Request : {} | Response :  {"userId":135,"firstName":"sunil","lastName":"test","emailId":"driveruser@email.com","verifyEmailLink":"http://192.168.10.118:2017/or1.0/v1/api/user/verify_email?token=b164f90936fd26b4345c548735441bf6c2be01830fdbb2516132af04e4bcbff95329b935491defa271a3a804310b50bf","token":"b164f90936fd26b4345c548735441bf6c2be01830fdbb2516132af04e4bcbff94e4d58551169cd169a5ea92f282f75205ab04a045880ef272aa0e46d58f4e3e7"}
28/2/2020 12:11 | /src/exceptions/Handler.js(26) | zQcT2ciKZIBofcpTMvYdScC93s7PwONL | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/verify_email?token=b164f90936fd26b4345c548735441bf6c2be01830fdbb2516132af04e4bcbff95329b935491defa271a3a804310b50bf | Request : {} | Error : update `POD_USER_SERVICE`.`PODU04_USER_DETAIL` set `PODU04_EMAIL_STATUS_D` = 11 where `PODU03_USER_MASTER_D` = 135 - ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`POD_USER_SERVICE`.`PODU04_USER_DETAIL`, CONSTRAINT `PODU04_EMAIL_STATUS_D_KEY` FOREIGN KEY (`PODU04_EMAIL_STATUS_D`) REFERENCES `PODU02_STATUS` (`PODU02_STATUS_D`) ON UPDATE NO ACTION)
28/2/2020 12:11 | /src/responses/response.js(42) | zQcT2ciKZIBofcpTMvYdScC93s7PwONL | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/verify_email?token=b164f90936fd26b4345c548735441bf6c2be01830fdbb2516132af04e4bcbff95329b935491defa271a3a804310b50bf | Request : {} | Error : Something went wrong. Please try again update `POD_USER_SERVICE`.`PODU04_USER_DETAIL` set `PODU04_EMAIL_STATUS_D` = 11 where `PODU03_USER_MASTER_D` = 135 - ER_NO_REFERENCED_ROW_2: Cannot add or update a child row: a foreign key constraint fails (`POD_USER_SERVICE`.`PODU04_USER_DETAIL`, CONSTRAINT `PODU04_EMAIL_STATUS_D_KEY` FOREIGN KEY (`PODU04_EMAIL_STATUS_D`) REFERENCES `PODU02_STATUS` (`PODU02_STATUS_D`) ON UPDATE NO ACTION)
28/2/2020 12:16 | /src/exceptions/Handler.js(53) | 9Duv0uyEUykPiEgvhYUkoKukdDbDz3JF | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Invalid credentials provided.
28/2/2020 12:16 | /src/responses/response.js(42) | 9Duv0uyEUykPiEgvhYUkoKukdDbDz3JF | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Unauthorized access. Invalid credentials provided.
28/2/2020 12:16 | /src/exceptions/Handler.js(53) | AX14KT5yqHCam3PQEBXuhGQmWUY8y3Br | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Invalid credentials provided.
28/2/2020 12:16 | /src/responses/response.js(42) | AX14KT5yqHCam3PQEBXuhGQmWUY8y3Br | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Unauthorized access. Invalid credentials provided.
28/2/2020 12:16 | /src/exceptions/Handler.js(53) | 13hPWAI4F74LJeASjtWpO8Pb2yzQRxBw | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Invalid credentials provided.
28/2/2020 12:16 | /src/responses/response.js(42) | 13hPWAI4F74LJeASjtWpO8Pb2yzQRxBw | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Unauthorized access. Invalid credentials provided.
28/2/2020 12:16 | /src/responses/response.js(26) | zNXWdFsNAbtL4nvtSIQOEKISTtEb6B68 | IP - Unknown | [info] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/sign_up | Request : {} | Response :  {"userId":136,"firstName":"sunil","lastName":"test","emailId":"testuser@email.com","verifyEmailLink":"http://192.168.10.118:2017/or1.0/v1/api/user/verify_email?token=095eb0c3c2d80dd3deea7709ff7b9267881b1bee4bbd5c3513cb7680e814cc8442f72df10c073b331d1ea56ba28d5e4c","token":"095eb0c3c2d80dd3deea7709ff7b9267881b1bee4bbd5c3513cb7680e814cc84459d42fb5c5ea02d536417c965dd8b179df58098135bb8749a9ce89813f6af62"}
28/2/2020 12:16 | /src/exceptions/Handler.js(53) | kwzIwteLer7ndvszbV6uyV3PpXFyfrnu | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Invalid credentials provided.
28/2/2020 12:16 | /src/responses/response.js(42) | kwzIwteLer7ndvszbV6uyV3PpXFyfrnu | IP - Unknown | [error] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Error : Unauthorized access. Invalid credentials provided.
28/2/2020 12:17 | /src/responses/response.js(26) | 5ALarBW0i0WnkWeTIjozjDEOGUpeS1YS | IP - Unknown | [info] | URL : http://192.168.10.118:2017/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":136,"firstName":"sunil","lastName":"test","emailId":"testuser@email.com","typeId":3,"status":1,"createdAt":"2020-02-28T06:46:41.000Z","updatedAt":"2020-02-28T06:46:41.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":155,"emailStatus":2,"signUpStatus":5,"phoneNo":"9089078707"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjEzNiwidHlwZSI6ImxvZ2luIiwiaWF0IjoxNTgyODcyNDU4LCJleHAiOjE1ODI5NTg4NTh9.Cl6AI01FTQMVfL_O-x6pQyuo_Mx36zo0AcgbsTSwMr4"}
28/2/2020 12:18 | /src/responses/response.js(61) | MBPJEuIyy0ls5fhjkqG2UYjicYSG8yW4 | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | BadRequestError : {"userAddress":"userAddress is required","userprofile":"userprofile is required"}
28/2/2020 13:13 | /src/exceptions/Handler.js(26) | NDTmPZ1o6Ml0QDvUDRLhpNYIE769278v | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EMAIL_STATUS_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_UPDATED_D`, `PODU04_WORKING_WITH_OTHERS`) values (136, '40', 136, 2, 20, '1', 'Test Des', '9815178909', 'http://180.151.69.138:2081/public/uploads/1582875828058.png', 136, 1) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU04_SIGNUP_STATUS_D' doesn't have a default value
28/2/2020 13:13 | /src/responses/response.js(42) | NDTmPZ1o6Ml0QDvUDRLhpNYIE769278v | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EMAIL_STATUS_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_UPDATED_D`, `PODU04_WORKING_WITH_OTHERS`) values (136, '40', 136, 2, 20, '1', 'Test Des', '9815178909', 'http://180.151.69.138:2081/public/uploads/1582875828058.png', 136, 1) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU04_SIGNUP_STATUS_D' doesn't have a default value
28/2/2020 13:24 | /src/exceptions/Handler.js(26) | AH9Ll959sz15YnS2m7KzOtuvzczfFeW1 | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_UPDATED_D`, `PODU04_WORKING_WITH_OTHERS`) values (136, '40', 136, 20, '1', 'Test Des', '9815178909', 'http://180.151.69.138:2081/public/uploads/1582876467783.png', 136, 1) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU04_EMAIL_STATUS_D' doesn't have a default value
28/2/2020 13:24 | /src/responses/response.js(42) | AH9Ll959sz15YnS2m7KzOtuvzczfFeW1 | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_UPDATED_D`, `PODU04_WORKING_WITH_OTHERS`) values (136, '40', 136, 20, '1', 'Test Des', '9815178909', 'http://180.151.69.138:2081/public/uploads/1582876467783.png', 136, 1) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU04_EMAIL_STATUS_D' doesn't have a default value
28/2/2020 13:25 | /src/exceptions/Handler.js(26) | 3Ad30TESNRqz3q8DXUr1m2XrcxKRtmlA | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_UPDATED_D`, `PODU04_WORKING_WITH_OTHERS`) values (136, '40', 136, 20, '1', 'Test Des', '9815178909', 'http://180.151.69.138:2081/public/uploads/1582876501867.png', 136, 1) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU04_EMAIL_STATUS_D' doesn't have a default value
28/2/2020 13:25 | /src/responses/response.js(42) | 3Ad30TESNRqz3q8DXUr1m2XrcxKRtmlA | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again insert into `POD_USER_SERVICE`.`PODU04_USER_DETAIL` (`PODU03_USER_MASTER_D`, `PODU04_AGE_D`, `PODU04_CREATED_D`, `PODU04_EXPERIENCE_D`, `PODU04_GENDER_D`, `PODU04_OTHER_SERVICE_INFO`, `PODU04_PHONE_N`, `PODU04_PROFILE_I`, `PODU04_UPDATED_D`, `PODU04_WORKING_WITH_OTHERS`) values (136, '40', 136, 20, '1', 'Test Des', '9815178909', 'http://180.151.69.138:2081/public/uploads/1582876501867.png', 136, 1) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU04_EMAIL_STATUS_D' doesn't have a default value
28/2/2020 13:29 | /src/exceptions/Handler.js(26) | qrUekWra5MkviIBnaVq3NPbZjPL7uVdP | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : insert into `POD_USER_SERVICE`.`PODU06_ADDRESS` (`PODU03_USER_MASTER_D`, `PODU06_CREATED_D`, `PODU06_LINE_1_N`, `PODU06_LINE_2_N`, `PODU06_LOCATION_LATITUDE_N`, `PODU06_LOCATION_LONGITUDE_N`, `PODU06_POSTAL_CODE_N`, `PODU06_UPDATED_D`) values (136, 136, 'Chennai,India', 'Chennai,India', '390000', '80000', '234567', 136) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU06_ADDRESS_TYPE_D' doesn't have a default value
28/2/2020 13:29 | /src/responses/response.js(42) | qrUekWra5MkviIBnaVq3NPbZjPL7uVdP | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again insert into `POD_USER_SERVICE`.`PODU06_ADDRESS` (`PODU03_USER_MASTER_D`, `PODU06_CREATED_D`, `PODU06_LINE_1_N`, `PODU06_LINE_2_N`, `PODU06_LOCATION_LATITUDE_N`, `PODU06_LOCATION_LONGITUDE_N`, `PODU06_POSTAL_CODE_N`, `PODU06_UPDATED_D`) values (136, 136, 'Chennai,India', 'Chennai,India', '390000', '80000', '234567', 136) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU06_ADDRESS_TYPE_D' doesn't have a default value
28/2/2020 13:30 | /src/exceptions/Handler.js(26) | hkrwldwJVq9IWvy6Y7N7xd2LA7A5JYTC | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : insert into `POD_USER_SERVICE`.`PODU06_ADDRESS` (`PODU03_USER_MASTER_D`, `PODU06_CREATED_D`, `PODU06_LINE_1_N`, `PODU06_LINE_2_N`, `PODU06_LOCATION_LATITUDE_N`, `PODU06_LOCATION_LONGITUDE_N`, `PODU06_POSTAL_CODE_N`, `PODU06_UPDATED_D`) values (136, 136, 'Chennai,India', 'Chennai,India', '390000', '80000', '234567', 136) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU06_ADDRESS_TYPE_D' doesn't have a default value
28/2/2020 13:30 | /src/responses/response.js(42) | hkrwldwJVq9IWvy6Y7N7xd2LA7A5JYTC | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again insert into `POD_USER_SERVICE`.`PODU06_ADDRESS` (`PODU03_USER_MASTER_D`, `PODU06_CREATED_D`, `PODU06_LINE_1_N`, `PODU06_LINE_2_N`, `PODU06_LOCATION_LATITUDE_N`, `PODU06_LOCATION_LONGITUDE_N`, `PODU06_POSTAL_CODE_N`, `PODU06_UPDATED_D`) values (136, 136, 'Chennai,India', 'Chennai,India', '390000', '80000', '234567', 136) - ER_NO_DEFAULT_FOR_FIELD: Field 'PODU06_ADDRESS_TYPE_D' doesn't have a default value
28/2/2020 13:32 | /src/exceptions/Handler.js(26) | TtkDsi1P69XnEQpf2SXoJtL89Hgg4VVI | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : userDetailsResponse is not defined
28/2/2020 13:32 | /src/responses/response.js(42) | TtkDsi1P69XnEQpf2SXoJtL89Hgg4VVI | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again userDetailsResponse is not defined
28/2/2020 13:33 | /src/exceptions/Handler.js(26) | KggF5jFKBNVDtvQXUTLN0vU3tkkCKF08 | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : userDetailsResponse is not defined
28/2/2020 13:33 | /src/responses/response.js(42) | KggF5jFKBNVDtvQXUTLN0vU3tkkCKF08 | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again userDetailsResponse is not defined
28/2/2020 15:17 | /src/exceptions/Handler.js(26) | E1XRNXfs5Ig8Vp4dNh5QwEarDEDjUG82 | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : userDetailsResponse is not defined
28/2/2020 15:17 | /src/responses/response.js(42) | E1XRNXfs5Ig8Vp4dNh5QwEarDEDjUG82 | IP - Unknown | [error] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Error : Something went wrong. Please try again userDetailsResponse is not defined
28/2/2020 15:21 | /src/responses/response.js(26) | jQ3ju210weua5AwMPlvMCDdIY4SJSyx7 | IP - Unknown | [info] | URL : http://192.168.10.118:2017/api/driver/driver_profile | Request : {} | Response :  {"userAddress":"Chennai,India","age":"40","gender":"1","phone":"9815178909","experience":"20","workingWithOthers":"1","otherServiceInfo":"Test Des","latitude":"390000","longitude":"80000","postalCode":"234567","userprofile":"http://180.151.69.138:2081/public/uploads/1582883486000.png"}
28/2/2020 17:11 | /src/responses/response.js(26) | yO9wY4PrsqLCFhuoPLLm57KXoebBSYTz | IP - Unknown | [info] | URL : http://192.168.10.118:2019/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":136,"firstName":"sunil","lastName":"test","emailId":"testuser@email.com","typeId":3,"status":1,"createdAt":"2020-02-28T06:46:41.000Z","updatedAt":"2020-02-28T06:46:41.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":155,"emailStatus":2,"signUpStatus":5,"phoneNo":"9815178909"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjEzNiwidHlwZSI6ImxvZ2luIiwiaWF0IjoxNTgyODkwMDkzLCJleHAiOjE1ODI5NzY0OTN9.7P12aKQcmkU3DG5KCSJAFSJlxLVbWqsbfAW2sptS6PE"}
28/2/2020 17:16 | /src/exceptions/Handler.js(53) | XURzS3Es8gimgJf0onjzLdyq1aVNJ7eZ | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Invalid token provided.
28/2/2020 17:16 | /src/responses/response.js(42) | XURzS3Es8gimgJf0onjzLdyq1aVNJ7eZ | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Unauthorized access. Invalid token provided.
28/2/2020 17:16 | /src/responses/response.js(26) | h3TfuNcvW0Utvwp4UOws4kWOdETfy0hf | IP - Unknown | [info] | URL : http://192.168.10.118:2019/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":136,"firstName":"sunil","lastName":"test","emailId":"testuser@email.com","typeId":3,"status":1,"createdAt":"2020-02-28T06:46:41.000Z","updatedAt":"2020-02-28T06:46:41.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":155,"emailStatus":2,"signUpStatus":5,"phoneNo":"9815178909"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjEzNiwidHlwZSI6ImxvZ2luIiwiaWF0IjoxNTgyODkwMzczLCJleHAiOjE1ODI5NzY3NzN9.zxyw4LAufWIYgABPqOB99QpSk8cl0T_-2RiSHuZtObo"}
28/2/2020 17:16 | /src/exceptions/Handler.js(26) | uPEQBBsrqp2o7SpZz3XKqe3My88LNnuM | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Cannot read property 'badRequest' of undefined
28/2/2020 17:16 | /src/responses/response.js(42) | uPEQBBsrqp2o7SpZz3XKqe3My88LNnuM | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Something went wrong. Please try again Cannot read property 'badRequest' of undefined
28/2/2020 17:17 | /src/exceptions/Handler.js(26) | G90lv5bsG04HjFp9plVEhDjIudciwwfQ | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Cannot read property 'badRequest' of undefined
28/2/2020 17:17 | /src/responses/response.js(42) | G90lv5bsG04HjFp9plVEhDjIudciwwfQ | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Something went wrong. Please try again Cannot read property 'badRequest' of undefined
28/2/2020 17:19 | /src/exceptions/Handler.js(26) | 3Zpc4OHkxUxcVNHn9tYdinvDkyAFcGO0 | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Cannot read property 'badRequest' of undefined
28/2/2020 17:19 | /src/responses/response.js(42) | 3Zpc4OHkxUxcVNHn9tYdinvDkyAFcGO0 | IP - Unknown | [error] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Error : Something went wrong. Please try again Cannot read property 'badRequest' of undefined
28/2/2020 17:20 | /src/responses/response.js(26) | IRDLOIgTd2YfWPG0NndNhvXMDGNBofsS | IP - Unknown | [info] | URL : http://192.168.10.118:2019/api/driver/vehicle_details | Request : {} | Response :  null
28/2/2020 17:22 | /src/responses/response.js(26) | n6SzKGY8AUdMBaUtTAUO833CjElo1qP7 | IP - Unknown | [info] | URL : http://192.168.10.118:2019/or1.0/v1/api/user/login | Request : {} | Response :  {"userId":136,"firstName":"sunil","lastName":"test","emailId":"testuser@email.com","typeId":3,"status":1,"createdAt":"2020-02-28T06:46:41.000Z","updatedAt":"2020-02-28T06:46:41.000Z","createdBy":null,"updatedBy":null,"userDetails":{"detailsId":155,"emailStatus":2,"signUpStatus":5,"phoneNo":"9815178909"},"changedPassword":true,"token":"Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjEzNiwidHlwZSI6ImxvZ2luIiwiaWF0IjoxNTgyODkwNzc5LCJleHAiOjE1ODI5NzcxNzl9.-b4uEwRMtsaJyB7EhSqjfIRC3DBfBELWSM3RQx1p8CE"}
